CompTotal;Gender;Manager;YearsCode;Age1stCode;YearsCodePro;Education
85000;Man;IC;12;14;6;Bachelor's
85000;Man;IC;15;13;11;Bachelor's
153000;Man;IC;20;15;20;Less than bachelor's
65000;Man;IC;7;18;3;Bachelor's
100000;Man;IC;10;18;10;Bachelor's
78000;Woman;IC;2;30;1;Bachelor's
120000;Man;IC;13;17;11;Master's
72000;Man;IC;8;17;5;Bachelor's
118000;Man;IC;15;10;12;Bachelor's
48850;Man;IC;12;14;7;Bachelor's
100000;Man;IC;30;10;20;Less than bachelor's
160000;Man;IC;13;15;6;Bachelor's
103000;Man;Manager;17;17;14;Bachelor's
130000;Man;IC;14;14;14;PhD
62000;Man;IC;6;16;1;Bachelor's
160000;Man;IC;5;18;2;Bachelor's
115000;Man;IC;8;8;6;Master's
98000;Man;IC;10;7;2;Bachelor's
73000;Man;IC;4;19;1;Bachelor's
80000;Man;IC;4;22;2;Less than bachelor's
34496;Woman;IC;2;21;1;Less than bachelor's
98000;Man;IC;16;10;13;Less than bachelor's
110000;Man;IC;25;7;18;Master's
76000;Woman;IC;3;18;Less than 1 year;Bachelor's
71000;Man;IC;9;18;5;Bachelor's
103000;Man;IC;43;19;21;Bachelor's
150000;Woman;IC;5;10;3;Less than bachelor's
36000;Man;IC;7;6;5;Master's
80000;Man;IC;6;23;5;Less than bachelor's
70000;Man;IC;20;10;10;Less than bachelor's
41000;Man;IC;2;25;1;Bachelor's
180000;Man;Manager;18;12;8;Master's
440000;Man;IC;12;10;4;Bachelor's
93000;Man;IC;10;14;3;Bachelor's
130000;Man;IC;17;15;12;Master's
102000;Man;IC;8;13;1;Master's
79000;Man;IC;6;18;2;Bachelor's
65000;Man;IC;8;13;Less than 1 year;Less than bachelor's
200000;Man;IC;24;9;17;Bachelor's
87000;Man;IC;13;14;5;Bachelor's
116000;Man;IC;35;6;25;Bachelor's
56000;Woman;IC;6;22;6;Master's
108000;Woman;IC;5;17;2;Bachelor's
57000;Man;IC;20;17;7;Bachelor's
150000;Man;Manager;10;18;5;Bachelor's
135000;Man;IC;7;23;5;Bachelor's
105000;Man;IC;7;11;6;Less than bachelor's
120000;Man;IC;15;23;13;Master's
130000;Man;IC;25;12;15;Master's
60000;Man;IC;3;24;2;Bachelor's
109000;Man;IC;17;13;13;Bachelor's
180000;Man;IC;33;14;26;Master's
130000;Woman;IC;3;21;Less than 1 year;Bachelor's
100000;Man;IC;14;14;12;Bachelor's
135000;Man;Manager;30;10;16;Less than bachelor's
95000;Man;IC;17;8;12;Less than bachelor's
71000;Man;IC;3;28;2;Less than bachelor's
126000;Man;IC;7;11;4;Bachelor's
70000;Woman;IC;5;19;5;Bachelor's
140000;Man;IC;18;12;10;Master's
105000;Man;IC;21;8;17;Bachelor's
290000;Man;IC;20;14;13;Bachelor's
80000;Man;IC;12;16;2;PhD
55000;Man;IC;15;8;10;Less than bachelor's
60000;Man;IC;5;18;Less than 1 year;Bachelor's
155000;Man;IC;8;17;4;Bachelor's
150000;Man;IC;6;7;Less than 1 year;Master's
160000;Man;IC;11;21;10;Bachelor's
180000;Man;IC;24;9;20;Bachelor's
120000;Man;IC;25;8;11;Bachelor's
159000;Man;IC;37;16;35;Bachelor's
87420;Man;Manager;10;12;6;Bachelor's
72500;Man;IC;8;16;1;Bachelor's
90000;Man;IC;19;14;15;Less than bachelor's
155000;Man;Manager;18;14;17;Bachelor's
80000;Man;IC;15;17;12;Bachelor's
73000;Woman;IC;4;34;2;Master's
70000;Man;IC;6;21;5;Master's
240000;Man;IC;25;8;11;Bachelor's
120000;Woman;IC;5;12;4;Master's
135000;Man;IC;35;10;30;Less than bachelor's
400000;Man;Manager;25;7;23;Less than bachelor's
125000;Man;IC;33;18;31;Bachelor's
65550;Woman;IC;16;21;13;Bachelor's
102000;Man;IC;13;16;7;Bachelor's
80400;Man;IC;10;14;3;Bachelor's
55000;Man;IC;13;11;2;Master's
150000;Man;Manager;23;15;12;Master's
85000;Man;IC;14;15;6;Bachelor's
100000;Man;IC;4;21;4;Bachelor's
100000;Man;IC;25;7;11;Bachelor's
110000;Man;IC;6;17;5;Bachelor's
50000;Man;IC;5;18;3;Bachelor's
145000;Woman;IC;6;24;6;Bachelor's
90000;Woman;IC;4;8;3;Bachelor's
150000;Man;IC;10;16;7;Bachelor's
105000;Man;IC;30;16;30;Less than bachelor's
120000;Man;IC;15;14;10;Bachelor's
100000;Man;IC;13;12;5;Bachelor's
76000;Man;IC;38;12;1;Bachelor's
101000;Man;IC;5;8;5;Less than bachelor's
33550;Woman;IC;20;14;12;Bachelor's
90000;Man;IC;21;10;8;Bachelor's
87000;Woman;IC;7;18;3;Bachelor's
91000;Man;IC;9;8;3;Bachelor's
90000;Man;IC;6;8;4;Master's
51000;Man;IC;4;28;3;Less than bachelor's
58000;Man;IC;NA;NA;NA;Bachelor's
80000;Man;IC;7;14;4;Bachelor's
135000;Man;IC;8;16;6;Less than bachelor's
66000;Man;IC;4;18;2;Bachelor's
190000;Man;IC;9;16;2;Bachelor's
113000;Man;IC;25;8;16;Bachelor's
90000;Man;IC;4;21;2;Master's
85000;Man;IC;23;8;14;Bachelor's
65000;Man;Manager;7;18;3;Less than bachelor's
67000;Man;IC;6;12;3;Bachelor's
90000;Man;IC;7;18;5;Bachelor's
197000;Man;IC;24;6;20;Bachelor's
55000;Man;IC;7;25;2;Master's
100000;Man;IC;7;16;1;Bachelor's
180000;Man;IC;8;15;5;Master's
90000;Man;IC;20;16;12;Bachelor's
100000;Man;IC;19;16;13;Bachelor's
90000;Man;IC;11;17;7;Bachelor's
78000;Man;IC;15;12;2;Bachelor's
90000;Man;IC;20;9;12;Bachelor's
127000;Man;Manager;15;10;10;Bachelor's
95000;Man;IC;14;7;8;Bachelor's
100000;Man;IC;14;15;8;Bachelor's
120000;Man;Manager;25;8;18;Master's
100000;Man;IC;5;21;3;Master's
93000;Man;IC;3;22;3;Bachelor's
67000;Man;IC;10;13;6;Less than bachelor's
86320;Man;IC;13;8;2;Bachelor's
118000;Man;IC;48;14;42;Master's
60000;Man;IC;5;18;4;Less than bachelor's
80000;Man;IC;39;11;25;Less than bachelor's
170000;Man;Manager;30;12;25;Bachelor's
50000;Man;IC;12;10;10;Less than bachelor's
112200;Man;IC;12;14;2;Master's
270000;Woman;IC;25;11;17;Master's
63000;Man;IC;2;27;1;Master's
70000;Woman;IC;22;8;9;Master's
95000;Man;IC;14;19;10;Master's
115000;Woman;IC;22;8;10;Bachelor's
74500;Man;IC;3;18;2;Bachelor's
69400;Man;IC;10;18;4;Bachelor's
135000;Man;IC;22;12;13;Less than bachelor's
125000;Man;IC;35;12;24;Bachelor's
120000;Man;IC;30;15;22;Bachelor's
110000;Man;IC;23;16;13;Bachelor's
170000;Man;IC;35;7;30;Bachelor's
95000;Man;IC;17;23;12;Bachelor's
88000;Man;IC;5;13;4;Bachelor's
50000;Woman;IC;6;39;1;Master's
102000;Man;IC;16;22;12;Bachelor's
112800;Man;IC;9;22;9;Bachelor's
91000;Man;IC;16;18;10;Master's
135000;Man;IC;36;10;21;Less than bachelor's
70000;Man;IC;9;15;1;Bachelor's
145000;Man;IC;21;7;6;Bachelor's
90000;Man;IC;27;13;21;Bachelor's
105000;Man;IC;7;30;6;Bachelor's
132500;Man;IC;5;17;1;Bachelor's
50000;Woman;IC;4;19;2;Bachelor's
77500;Man;IC;5;20;4;Bachelor's
200000;Man;IC;34;8;30;Master's
94000;Man;Manager;19;15;13;Bachelor's
120000;Man;IC;16;14;10;Master's
93000;Man;IC;9;25;9;Less than bachelor's
122000;Man;IC;21;15;14;Bachelor's
210000;Man;IC;8;19;5;Bachelor's
240000;Woman;IC;20;9;20;Master's
70000;Man;IC;7;12;6;Bachelor's
99000;Man;IC;18;20;12;Bachelor's
140000;Man;IC;6;17;6;Bachelor's
120000;Man;IC;15;13;10;Bachelor's
180000;Man;IC;15;13;2;Bachelor's
200000;Man;IC;18;15;13;Bachelor's
91500;Man;IC;5;23;4;Bachelor's
90000;Man;IC;14;14;8;Bachelor's
72000;Man;IC;5;14;2;Less than bachelor's
100000;Woman;IC;8;17;4;Bachelor's
81000;Man;IC;8;15;5;Master's
72000;Man;IC;9;14;6;Bachelor's
300000;Man;IC;18;12;15;Bachelor's
106000;Man;IC;13;9;8;Bachelor's
170000;Man;Manager;5;21;35;Master's
280000;Man;IC;15;12;11;Bachelor's
105000;Man;IC;10;19;7;Bachelor's
63000;Man;IC;6;18;2;Bachelor's
75000;Man;IC;12;10;3;Bachelor's
130000;Man;IC;30;Younger than 5 years;15;Bachelor's
55000;Man;IC;15;10;11;Bachelor's
155000;Woman;IC;3;21;2;Bachelor's
90000;Woman;IC;10;11;6;Bachelor's
88000;Man;Manager;36;11;27;Master's
82500;Man;IC;7;19;4;Bachelor's
119000;Man;IC;25;8;22;Master's
112000;Man;IC;8;21;2;Bachelor's
185000;Man;Manager;30;5;25;Master's
61500;Woman;IC;4;19;2;Bachelor's
135000;Man;IC;4;21;2;Bachelor's
85000;Man;IC;16;8;10;Bachelor's
88000;Man;IC;8;25;5;Bachelor's
117000;Man;IC;7;16;4;Bachelor's
110000;Man;IC;11;9;2;PhD
53000;Man;IC;13;15;2;Less than bachelor's
73000;Man;IC;7;15;2;Bachelor's
98000;Man;IC;8;30;6;Master's
185000;Man;IC;20;17;20;Bachelor's
45000;Man;IC;11;15;Less than 1 year;Less than bachelor's
100000;Man;IC;20;21;16;Bachelor's
160000;Man;IC;22;10;22;Bachelor's
205000;Man;Manager;25;10;22;Bachelor's
90000;Man;IC;7;16;7;Bachelor's
110000;Man;IC;10;16;7;Bachelor's
120000;Man;IC;5;16;4;Bachelor's
180000;Man;IC;24;12;24;Bachelor's
170000;Woman;IC;20;15;15;Bachelor's
108500;Man;IC;28;19;28;Bachelor's
73000;Man;IC;6;14;3;Bachelor's
90000;Man;IC;15;19;10;Bachelor's
18500;Woman;IC;9;18;3;Bachelor's
95000;Man;IC;14;8;13;Less than bachelor's
61000;Man;IC;5;15;3;Less than bachelor's
45000;Man;IC;6;13;3;Less than bachelor's
105000;Man;IC;8;27;8;Master's
140000;Man;IC;22;25;19;Master's
83000;Woman;IC;27;15;7;Master's
75000;Woman;IC;4;19;1;Bachelor's
120000;Man;IC;15;16;11;Bachelor's
80000;Man;IC;19;13;10;Bachelor's
98000;Man;IC;15;12;9;Master's
105000;Man;IC;5;20;4;Bachelor's
120000;Man;IC;15;10;4;Bachelor's
115000;Man;IC;15;16;10;Bachelor's
70000;Man;IC;5;19;4;Less than bachelor's
85000;Man;IC;12;15;5;Bachelor's
190000;Man;IC;12;18;10;Bachelor's
55000;Man;IC;4;20;2;Less than bachelor's
113500;Man;IC;22;11;5;Less than bachelor's
110000;Man;Manager;10;7;6;Bachelor's
100000;Man;IC;25;8;23;Less than bachelor's
128000;Man;IC;14;14;12;Bachelor's
75000;Man;IC;22;10;8;Master's
57500;Man;IC;9;15;5;Bachelor's
118000;Man;IC;7;12;7;Bachelor's
99500;Man;IC;15;14;9;Bachelor's
300000;Man;IC;35;10;35;Master's
80000;Man;IC;7;16;4;Less than bachelor's
67000;Man;IC;20;16;15;Less than bachelor's
88000;Man;IC;3;Younger than 5 years;2;Less than bachelor's
92000;Man;IC;19;12;19;Bachelor's
110000;Man;IC;4;19;4;Less than bachelor's
145000;Man;IC;25;13;20;Less than bachelor's
140000;Man;IC;9;22;9;Bachelor's
600000;Man;IC;26;10;20;PhD
60000;Woman;IC;2;14;2;Bachelor's
88300;Man;IC;3;14;2;Less than bachelor's
95000;Man;IC;12;10;12;Bachelor's
94500;Man;IC;31;12;20;Bachelor's
110000;Man;Manager;20;16;7;Bachelor's
55000;Woman;IC;2;27;1;Bachelor's
180000;Man;Manager;21;13;14;Less than bachelor's
113000;Man;IC;3;23;2;Bachelor's
105000;Man;IC;11;10;Less than 1 year;Bachelor's
116000;Man;Manager;22;30;5;Bachelor's
190000;Man;IC;29;15;27;Bachelor's
250000;Man;IC;20;15;16;Less than bachelor's
70000;Man;IC;7;15;4;Master's
85000;Man;IC;9;17;8;Bachelor's
200000;Man;IC;14;22;11;Master's
140000;Man;IC;3;10;2;Master's
194000;Man;IC;10;14;6;Bachelor's
130000;Man;IC;20;10;8;Bachelor's
155000;Man;IC;8;13;3;Bachelor's
73290;Man;IC;11;12;2;Bachelor's
160000;Man;Manager;32;12;20;PhD
90000;Man;Manager;14;15;9;Bachelor's
275000;Man;IC;25;15;25;Master's
10500;Man;IC;10;15;6;Bachelor's
120000;Man;IC;15;20;12;Bachelor's
120000;Man;IC;6;20;5;Master's
150000;Man;IC;25;8;20;Bachelor's
85000;Man;IC;6;20;3;Bachelor's
84000;Man;IC;12;15;10;Bachelor's
233000;Man;IC;14;12;10;Bachelor's
75000;Man;IC;10;14;4;Bachelor's
60000;Man;IC;10;16;3;Master's
100000;Woman;IC;19;13;17;Master's
60000;Man;IC;26;12;8;Bachelor's
140000;Man;IC;20;10;11;Bachelor's
70000;Woman;Manager;2;14;2;Less than bachelor's
980000;Man;IC;10;20;7;Bachelor's
225000;Man;IC;40;14;35;PhD
93000;Man;IC;27;19;23;Bachelor's
135000;Woman;IC;17;22;13;Bachelor's
75000;Man;IC;8;9;5;Bachelor's
115000;Woman;IC;7;22;5;Bachelor's
55000;Woman;IC;2;15;2;Bachelor's
135000;Man;IC;37;16;35;Master's
250000;Man;IC;10;17;9;Bachelor's
96000;Man;IC;11;18;7;Bachelor's
200000;Man;IC;6;15;2;Bachelor's
62000;Man;IC;5;12;2;Master's
91000;Man;IC;10;20;5;Bachelor's
130000;Woman;IC;3;10;3;Bachelor's
120000;Man;IC;33;12;14;Master's
75000;Man;IC;6;17;5;Bachelor's
193000;Man;IC;26;7;23;Less than bachelor's
70000;Woman;IC;4;23;2;Bachelor's
120000;Woman;IC;4;21;3;Bachelor's
160000;Man;IC;4;18;1;Bachelor's
80000;Man;IC;3;28;2;Bachelor's
83000;Man;IC;9;17;5;Bachelor's
235000;Man;IC;26;12;22;Master's
90000;Man;IC;15;15;7;PhD
63000;Man;IC;9;21;8;Master's
120000;Man;IC;25;14;20;NA
120000;Man;IC;18;17;6;Bachelor's
135000;Man;IC;6;21;6;Bachelor's
62000;Woman;IC;1;30;1;Less than bachelor's
180000;Man;IC;35;10;15;Bachelor's
86000;Man;IC;30;10;27;Less than bachelor's
105000;Man;IC;14;14;5;Bachelor's
130000;Woman;IC;10;15;4;Bachelor's
115000;Man;IC;10;5;9;Bachelor's
122000;Man;IC;39;12;20;Master's
100000;Man;IC;18;15;16;Less than bachelor's
94000;Man;IC;14;24;14;Less than bachelor's
96000;Man;IC;42;14;38;Bachelor's
110000;Man;IC;11;23;8;Bachelor's
58000;Man;IC;7;19;3;Bachelor's
170000;Man;IC;15;14;13;Less than bachelor's
110000;Man;IC;17;13;6;Bachelor's
82000;Man;IC;3;15;2;Bachelor's
140000;Man;IC;13;22;7;Master's
155000;Man;IC;30;10;23;Master's
116000;Man;IC;12;15;7;Master's
70000;Man;IC;5;24;2;Bachelor's
50000;Man;IC;5;22;5;Less than bachelor's
110000;Man;IC;26;13;26;Bachelor's
285000;Man;IC;15;10;6;Bachelor's
90000;Man;IC;12;20;1;Master's
121000;Woman;IC;8;9;1;Bachelor's
110000;Man;IC;12;15;3;Bachelor's
150000;Man;IC;4;17;Less than 1 year;Bachelor's
90000;Man;IC;10;10;8;Bachelor's
100000;Man;IC;9;10;4;Bachelor's
220000;Man;IC;22;12;10;Master's
220000;Man;IC;12;12;10;Bachelor's
80000;Man;IC;11;30;8;Less than bachelor's
120000;Man;IC;9;20;7;Bachelor's
72000;Man;IC;4;11;3;Less than bachelor's
125000;Man;IC;20;14;13;Bachelor's
160000;Man;IC;12;11;10;Bachelor's
146000;Man;IC;28;10;4;Less than bachelor's
90000;Man;IC;10;12;3;Bachelor's
90000;Man;IC;16;16;10;Bachelor's
120000;Man;Manager;12;15;12;Less than bachelor's
32000;Woman;IC;10;20;8;Bachelor's
61000;Woman;IC;9;18;7;Bachelor's
101000;Man;IC;6;18;2;Bachelor's
110000;Man;IC;9;13;4;Master's
150000;Man;Manager;25;13;25;Master's
65000;Man;IC;3;23;2;Less than bachelor's
185000;Man;IC;7;14;3;Bachelor's
133200;Man;Manager;25;9;18;PhD
65800;Woman;IC;17;13;7;Bachelor's
63000;Man;IC;40;Younger than 5 years;3;Less than bachelor's
80000;Man;IC;15;14;15;Less than bachelor's
68000;Man;IC;8;15;3;Bachelor's
148806;Man;Manager;39;11;25;Master's
11000;Man;IC;7;15;4;Bachelor's
400000;Man;Manager;18;7;13;Master's
115000;Man;IC;14;22;12;Bachelor's
101000;Man;IC;20;19;16;Less than bachelor's
70000;Man;IC;5;11;5;Bachelor's
72000;Man;IC;3;16;1;Bachelor's
150000;Man;IC;12;14;8;Master's
76000;Man;IC;16;21;14;Bachelor's
138000;Man;IC;20;13;12;Bachelor's
115000;Man;Manager;15;22;15;Bachelor's
97000;Man;IC;8;11;2;Bachelor's
46000;Man;Manager;7;12;5;Bachelor's
200000;Man;Manager;38;8;23;PhD
67000;Woman;IC;15;10;10;Less than bachelor's
300000;Man;IC;20;13;16;Bachelor's
110000;Man;IC;14;15;9;Bachelor's
65000;Man;IC;6;16;1;Bachelor's
170000;Man;Manager;8;20;6;Bachelor's
78000;Man;IC;16;14;6;Bachelor's
180000;Man;IC;15;14;11;Bachelor's
97000;Man;IC;19;10;1;Bachelor's
110000;Man;IC;3;17;2;Bachelor's
68000;Man;IC;11;13;6;Bachelor's
95000;Man;IC;6;20;3;Bachelor's
70000;Man;IC;7;18;4;Bachelor's
72000;Man;IC;43;17;39;Bachelor's
90000;Woman;IC;4;27;3;Bachelor's
90000;Man;IC;13;16;11;Bachelor's
147000;Man;IC;23;13;12;Master's
90100;Man;IC;15;10;11;Less than bachelor's
64000;Man;IC;5;15;5;Master's
60000;Man;IC;5;19;Less than 1 year;Bachelor's
120000;Man;IC;20;25;20;Less than bachelor's
43000;Man;IC;4;13;4;Less than bachelor's
80000;Man;IC;13;14;4;Bachelor's
60000;Man;IC;20;12;5;Less than bachelor's
91000;Man;IC;6;26;5;Bachelor's
170000;Man;Manager;16;10;7;Less than bachelor's
150000;Man;IC;10;14;8;Bachelor's
50000;Man;IC;18;7;3;Bachelor's
93000;Man;IC;12;20;8;Bachelor's
124500;Man;IC;10;14;6;Bachelor's
69000;Man;IC;14;18;5;PhD
110000;Man;IC;5;13;2;Bachelor's
160000;Man;Manager;17;13;12;Bachelor's
96000;Man;IC;16;14;12;Bachelor's
180000;Man;IC;20;12;15;Less than bachelor's
270000;Man;Manager;40;14;32;Bachelor's
91000;Man;IC;7;18;2;Master's
70000;Woman;IC;3;14;1;Less than bachelor's
68000;Man;IC;Less than 1 year;29;Less than 1 year;Bachelor's
240000;Man;IC;30;14;25;Bachelor's
125000;Man;IC;9;20;4;Bachelor's
500000;Man;IC;37;6;15;Master's
45000;Man;IC;21;13;13;Bachelor's
130000;Man;IC;22;14;11;Master's
109000;Man;Manager;18;21;18;Bachelor's
60000;Woman;IC;1;23;Less than 1 year;Bachelor's
140000;Woman;IC;40;12;29;Bachelor's
64627;Man;IC;8;20;6;Bachelor's
73500;Man;IC;1;12;1;Master's
115000;Man;IC;35;15;23;Bachelor's
88000;Man;IC;10;14;6;Bachelor's
136000;Man;IC;11;20;3;PhD
140000;Woman;IC;4;8;2;PhD
130000;Man;IC;15;11;10;Less than bachelor's
92500;Man;Manager;10;16;6;Bachelor's
56000;Man;IC;14;14;5;Less than bachelor's
300000;Man;IC;18;8;11;Bachelor's
180000;Man;Manager;19;8;11;Bachelor's
450000;Man;IC;30;13;25;Bachelor's
105000;Man;IC;20;8;10;Bachelor's
59000;Man;IC;15;13;10;Less than bachelor's
120000;Man;IC;10;15;5;Bachelor's
99000;Man;IC;12;23;12;PhD
134400;Man;IC;14;10;14;Less than bachelor's
80000;Man;IC;16;10;12;Bachelor's
59000;Man;IC;5;18;Less than 1 year;Bachelor's
100000;Man;IC;10;22;6;Bachelor's
275000;Man;Manager;38;10;32;Less than bachelor's
297000;Man;IC;12;13;12;PhD
80700;Man;IC;2;18;Less than 1 year;Less than bachelor's
88000;Man;IC;10;14;4;Bachelor's
104000;Man;IC;20;19;17;Less than bachelor's
150000;Man;IC;15;19;11;Master's
79000;Man;IC;6;20;3;Bachelor's
150000;Man;IC;24;8;20;Bachelor's
90000;Man;IC;4;24;4;Bachelor's
60000;Woman;IC;2;35;1;Less than bachelor's
90000;Man;IC;11;15;4;Bachelor's
53500;Man;IC;3;20;1;Bachelor's
60000;Man;IC;10;13;3;Bachelor's
60000;Man;IC;12;12;4;Less than bachelor's
155000;Man;IC;10;19;6;Master's
120000;Man;IC;24;14;15;Bachelor's
78540;Man;IC;7;26;5;Less than bachelor's
100000;Man;IC;10;16;6;Bachelor's
200000;Man;Manager;35;13;22;Master's
90000;Man;Manager;18;12;15;Bachelor's
120000;Man;IC;24;18;21;Bachelor's
80000;Woman;IC;5;18;1;Bachelor's
250000;Man;IC;12;21;12;Bachelor's
160000;Woman;Manager;20;10;20;Master's
115000;Woman;IC;15;28;12;Bachelor's
109000;Man;IC;7;15;3;Bachelor's
150000;Man;IC;20;8;10;PhD
145000;Man;IC;37;16;31;Bachelor's
160000;Man;IC;22;12;22;Bachelor's
66000;Man;IC;4;6;2;Bachelor's
40000;Man;IC;9;19;5;Less than bachelor's
135000;Man;IC;25;14;20;Bachelor's
195000;Man;Manager;36;15;30;Bachelor's
60000;Man;IC;4;19;3;Bachelor's
45000;Man;IC;25;16;2;Bachelor's
60000;Man;IC;11;15;5;Bachelor's
105000;Man;IC;15;16;12;Less than bachelor's
75000;Man;IC;7;15;2;Bachelor's
105000;Man;IC;10;16;8;Bachelor's
127000;Man;Manager;18;14;12;Bachelor's
110000;Man;IC;30;13;21;Bachelor's
240000;Man;Manager;33;12;25;Less than bachelor's
235000;Man;Manager;25;Younger than 5 years;20;Bachelor's
48000;Man;IC;1;29;Less than 1 year;Master's
140000;Woman;IC;20;13;18;Bachelor's
71000;Man;IC;10;16;6;Bachelor's
77500;Man;IC;5;15;3;Bachelor's
95000;Man;IC;12;13;5;Bachelor's
280000;Man;IC;35;12;23;PhD
143000;Man;Manager;9;19;6;Master's
145000;Man;Manager;19;9;4;Less than bachelor's
111000;Man;Manager;5;18;3;Master's
72000;Man;IC;8;12;3;Bachelor's
125667;Man;IC;22;14;2;Bachelor's
83200;Man;IC;10;18;6;Bachelor's
90000;Man;IC;10;12;4;Bachelor's
180000;Man;IC;26;5;19;Less than bachelor's
70000;Man;IC;3;21;2;Master's
165000;Man;IC;10;12;5;Master's
80000;Man;IC;6;24;4;Master's
122000;Man;IC;5;11;1;Bachelor's
214000;Man;IC;10;14;4;Bachelor's
90000;Woman;IC;4;21;3;Bachelor's
132000;Woman;Manager;15;16;11;Bachelor's
190000;Man;IC;3;13;2;Less than bachelor's
50000;Man;IC;2;25;Less than 1 year;Bachelor's
95472;Man;IC;12;16;9;Master's
200000;Man;IC;4;22;3;Less than bachelor's
245000;Woman;IC;8;18;3;Bachelor's
119000;Man;IC;17;20;12;Bachelor's
105000;Man;IC;9;10;5;Master's
180000;Woman;IC;30;15;25;Master's
210000;Man;IC;12;22;11;Master's
160000;Man;IC;6;17;3;Bachelor's
90000;Man;IC;20;23;17;Less than bachelor's
130000;Man;IC;20;8;15;Bachelor's
57000;Man;IC;4;23;2;Bachelor's
100000;Man;IC;13;16;8;Bachelor's
218500;Man;Manager;26;13;23;Master's
145000;Man;IC;10;13;7;Bachelor's
45000;Man;IC;1;25;Less than 1 year;Less than bachelor's
80000;Man;IC;NA;12;10;Bachelor's
140000;Man;IC;17;15;14;Bachelor's
230000;Man;IC;4;11;3;Less than bachelor's
167750;Man;IC;22;7;21;Bachelor's
130000;Man;IC;12;16;5;Bachelor's
170000;Man;IC;19;5;10;Master's
130000;Man;IC;40;18;35;Master's
118000;Woman;IC;6;6;5;Master's
65000;Man;IC;7;18;3;Bachelor's
185000;Man;IC;23;13;11;Bachelor's
80000;Man;IC;3;13;3;Master's
160000;Man;IC;15;12;10;Bachelor's
120000;Woman;IC;23;14;23;Bachelor's
93500;Man;IC;3;21;2;Bachelor's
95000;Man;IC;10;6;6;Less than bachelor's
90000;Man;IC;7;17;Less than 1 year;Bachelor's
155000;Man;Manager;25;16;20;Master's
103787;Man;IC;5;26;6;Master's
68500;Man;Manager;15;16;5;Bachelor's
130000;Man;Manager;20;12;15;Bachelor's
85000;Woman;IC;30;19;25;PhD
205712;Man;IC;10;12;3;Bachelor's
62000;Man;IC;6;14;2;Bachelor's
51000;Woman;IC;24;8;5;Master's
60000;Man;IC;7;16;5;Bachelor's
105000;Man;IC;23;17;17;Master's
80000;Woman;IC;14;25;13;Less than bachelor's
120000;Man;IC;9;17;7;Bachelor's
119000;Man;IC;13;14;11;Bachelor's
180000;Man;IC;12;14;6;Bachelor's
139000;Man;IC;12;18;10;Less than bachelor's
170000;Man;IC;23;12;20;Bachelor's
64000;Man;IC;6;17;3;Master's
79000;Man;IC;8;15;3;Bachelor's
110000;Man;IC;17;10;10;Master's
60000;Man;IC;6;15;1;Bachelor's
250000;Man;IC;23;7;17;PhD
135000;Man;IC;10;11;5;Bachelor's
95000;Woman;IC;9;17;4;Master's
114000;Man;IC;9;12;7;Less than bachelor's
82000;Man;IC;5;14;4;Bachelor's
152000;Man;IC;14;16;7;Less than bachelor's
140000;Woman;IC;3;28;3;Bachelor's
92000;Man;IC;10;15;6;Bachelor's
72000;Man;IC;2;22;1;Master's
72500;Woman;IC;3;15;2;Bachelor's
100000;Man;IC;12;14;8;Bachelor's
86000;Man;IC;15;23;7;Bachelor's
310000;Man;IC;23;13;7;Master's
117000;Woman;IC;4;28;3;Bachelor's
85000;Man;IC;38;11;35;Bachelor's
122500;Man;Manager;36;13;28;Less than bachelor's
125000;Man;IC;12;12;9;Less than bachelor's
104000;Man;IC;6;16;1;Bachelor's
50000;Man;IC;5;18;2;Bachelor's
112750;Man;IC;30;13;19;Less than bachelor's
145000;Man;IC;41;14;33;Bachelor's
170000;Man;Manager;30;11;26;Bachelor's
75000;Woman;IC;15;11;10;Bachelor's
150000;Man;IC;20;16;15;Master's
176000;Man;IC;13;11;8;Bachelor's
78000;Man;IC;10;14;1;Bachelor's
90000;Man;IC;13;12;6;Bachelor's
91000;Man;IC;21;17;19;Less than bachelor's
135000;Man;IC;19;14;12;Master's
100000;Man;IC;25;10;20;Bachelor's
154000;Man;IC;20;11;2;PhD
35000;Woman;IC;7;14;5;Bachelor's
69000;Man;IC;5;16;2;Bachelor's
80000;Woman;IC;2;14;1;Master's
65000;Man;IC;15;13;2;Bachelor's
150000;Man;IC;7;14;2;Bachelor's
100000;Man;IC;18;10;12;Bachelor's
55000;Man;IC;20;17;15;Bachelor's
225000;Man;Manager;25;17;22;Less than bachelor's
51000;Man;IC;6;26;5;Less than bachelor's
40000;Man;IC;6;16;3;Bachelor's
68700;Man;IC;6;11;Less than 1 year;Bachelor's
67000;Man;IC;6;18;3;Master's
110000;Man;IC;12;16;7;Bachelor's
120000;Man;IC;12;18;10;Bachelor's
105000;Woman;IC;4;14;Less than 1 year;Bachelor's
95000;Man;IC;14;12;3;Bachelor's
200000;Man;IC;20;18;15;Bachelor's
74000;Man;IC;10;13;7;Bachelor's
225000;Man;Manager;40;16;39;Master's
70000;Man;IC;2;9;Less than 1 year;Less than bachelor's
200000;Man;Manager;28;9;19;PhD
65000;Man;IC;1;30;Less than 1 year;Master's
83000;Man;IC;9;13;5;Bachelor's
115000;Man;Manager;15;10;13;Less than bachelor's
